"Time","Base","1% Noise 1","1% Noise 2","1% Noise 3","1% Noise 4","1% Noise 5","1% Noise 6","1% Noise 7","1% Noise 8","1% Noise 9","1% Noise 10","1% Noise 11","1% Noise 12","1% Noise 13","1% Noise 14","1% Noise 15","1% Noise 16","1% Noise 17","1% Noise 18","1% Noise 19","1% Noise 20","5% Noise 1","5% Noise 2","5% Noise 3","5% Noise 4","5% Noise 5","5% Noise 6","5% Noise 7","5% Noise 8","5% Noise 9","5% Noise 10","5% Noise 11","5% Noise 12","5% Noise 13","5% Noise 14","5% Noise 15","5% Noise 16","5% Noise 17","5% Noise 18","5% Noise 19","5% Noise 20","10% Noise 1","10% Noise 2","10% Noise 3","10% Noise 4","10% Noise 5","10% Noise 6","10% Noise 7","10% Noise 8","10% Noise 9","10% Noise 10","10% Noise 11","10% Noise 12","10% Noise 13","10% Noise 14","10% Noise 15","10% Noise 16","10% Noise 17","10% Noise 18","10% Noise 19","10% Noise 20","Base Return","1% Return 1","1% Return 2","1% Return 3","1% Return 4","1% Return 5","1% Return 6","1% Return 7","1% Return 8","1% Return 9","1% Return 10","1% Return 11","1% Return 12","1% Return 13","1% Return 14","1% Return 15","1% Return 16","1% Return 17","1% Return 18","1% Return 19","1% Return 20","5% Return 1","5% Return 2","5% Return 3","5% Return 4","5% Return 5","5% Return 6","5% Return 7","5% Return 8","5% Return 9","5% Return 10","5% Return 11","5% Return 12","5% Return 13","5% Return 14","5% Return 15","5% Return 16","5% Return 17","5% Return 18","5% Return 19","5% Return 20","10% Return 1","10% Return 2","10% Return 3","10% Return 4","10% Return 5","10% Return 6","10% Return 7","10% Return 8","10% Return 9","10% Return 10","10% Return 11","10% Return 12","10% Return 13","10% Return 14","10% Return 15","10% Return 16","10% Return 17","10% Return 18","10% Return 19","10% Return 20"
1,0.368638469953954,0.366329120211065,0.372737478494429,0.374609309994702,0.36567624471965,0.361155531219509,0.364075699117297,0.36657616123491,0.366817743412968,0.371422258133736,0.369544425485654,0.369932099626667,0.37413239234755,0.371704193100756,0.37119663929001,0.369187541087383,0.365859995816397,0.366891101342458,0.366940717457923,0.369087779873242,0.370391823907047,0.375082583308108,0.387064427637556,0.399073779383711,0.388432177754171,0.350989311804384,0.38176626668422,0.354943041472843,0.364227930136212,0.36471805841479,0.354473591387969,0.389884590594543,0.375883508529326,0.38795288619281,0.347850777615184,0.359827229642455,0.384730872921024,0.381172552271603,0.348098294094792,0.37671592172218,0.375942324371023,0.328905122703562,0.321209874529583,0.419241164988798,0.322865690844244,0.335995525623844,0.340811139800194,0.414697305235769,0.36120294184202,0.402022081276185,0.3368783696615,0.350086794873945,0.397312171853042,0.421530255512354,0.388744528619633,0.423466575182741,0.372851292601687,0.299977208828243,0.404067425839478,0.392116327209473,0.407137483844078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,0.380470087813169,0.3811687957301,0.377157039385934,0.382445754475433,0.374372576524582,0.382716682465278,0.375789679704423,0.386589455268846,0.384706089002841,0.378872858417773,0.382183090080047,0.383754756642571,0.384862765741488,0.378465060901407,0.378367489547187,0.378144830859356,0.379870278852681,0.38012136791587,0.377751107072761,0.377783985389788,0.377963400128128,0.395486916101226,0.375637623106811,0.404291817201551,0.40571637385873,0.348988938169028,0.353402771043159,0.392091776633067,0.403253566324718,0.395811179577529,0.39338586646873,0.394766900434009,0.384432825269035,0.385655886607542,0.35806859795742,0.399084871698618,0.379140941548689,0.410104156563844,0.382147440570377,0.37531812675135,0.396383728467606,0.407437417479451,0.384021450842865,0.417085262741411,0.30781330913692,0.399421941415108,0.329433411075013,0.37691645859571,0.354906457168622,0.406384700174074,0.358069179284931,0.3858462540872,0.349427768442944,0.372739169984857,0.315312819239394,0.472331086274916,0.402907322964852,0.326691196892365,0.367706263836518,0.397954305483324,0.365099270351728,0.0315911538250822,0.0397101455480555,0.0117872899647363,0.0207031819808035,0.0235031307953587,0.0579862830234843,0.0316678137770398,0.0531569841887562,0.0476145248099836,0.0198611054074278,0.0336288226694483,0.0366842197094854,0.0282770931150743,0.0180254011280376,0.0191339706795622,0.0239725162989655,0.0375790878714539,0.0354255135436128,0.0290352296562256,0.0232880634616523,0.020235937030558,0.0529714808619449,-0.0299662485235557,0.0129906264874748,0.0435357489891539,-0.00571554639311852,-0.0772001530701966,0.0995386064045314,0.101785707561196,0.0818126658956651,0.104157130874452,0.0124446914472062,0.0224897893248696,-0.00593841852961789,0.0289509945940879,0.103550106701216,-0.0146360450871452,0.0731590021322801,0.0933216100316564,-0.00371737578459441,0.0529470143541727,0.214118015813877,0.178603688377304,-0.00515565920524048,-0.0477429588956582,0.17292051213564,-0.0339542389280106,-0.0955253014706964,-0.0175857123247815,0.0107932326879087,0.0610042616396768,0.0972578755522572,-0.128425429587083,-0.123012656584607,-0.209357166102675,0.109205607864963,0.0775269068728474,0.085308871507085,-0.0942973363335016,0.0147786394964551,-0.108981636373583
3,0.392656612210763,0.38937546121061,0.393484063713568,0.392437313760501,0.396321083855157,0.387108099563567,0.395003877776971,0.394842294995654,0.398385325807023,0.399766767710043,0.396377555143357,0.390776135289237,0.389294474262222,0.385460614747614,0.392243321837778,0.39930229843381,0.392434065491758,0.38878655168075,0.385437741040165,0.394525231078569,0.392549458572089,0.404400799595177,0.407758625778491,0.388536385894,0.419256334145459,0.428899526718239,0.365468535453008,0.414448993309109,0.371214992114377,0.382250241614004,0.378914844118674,0.436562861599443,0.406580833036261,0.394669763466674,0.388267825375582,0.377099409980736,0.419596337584967,0.374184138254698,0.403142129467622,0.400075029121239,0.393685047581637,0.427617862640442,0.383166400877873,0.458385272822155,0.414997152011432,0.404327065113337,0.402215157576681,0.423978579752902,0.422267129846292,0.441600037221043,0.371548054758881,0.381616129665555,0.368487360119003,0.353456668016889,0.339254197839618,0.363225013013905,0.352634758059191,0.444470242721098,0.333383219742834,0.357017101595095,0.470097539848168,0.0315279082718796,0.0213017636018322,0.042378917405002,0.025789989458574,0.0569732050766819,0.0114089980859439,0.0498659576097252,0.0211231411596615,0.034940054660169,0.0536806134404352,0.0364673919300751,0.0181311580177727,0.0114492423568595,0.018315261869838,0.0360164482842517,0.0544414975526261,0.0325387141033486,0.022539891710748,0.0201441462684545,0.0433605303002251,0.0378651725109688,0.0222887596407127,0.0820504855200497,-0.0397501142126361,0.0328281799453759,0.206182462134762,0.0335717882219316,0.0554539746026233,-0.0827841725852511,-0.0348618013986732,-0.0374794845581154,0.10063691251383,0.0560136935071095,0.0231038869840568,0.0809707906307633,-0.0566652656539135,0.101385134745218,-0.0916631433096921,0.0534826741311134,0.0638780979827936,-0.00683153533809622,0.048342608311625,-0.00222905072626676,0.094419369629062,0.298778197552975,0.0122057621361956,0.199612920593396,0.117659366849791,0.1737838690652,0.0831043309035297,0.0369520031550804,-0.0110237774501124,0.0531095409501919,-0.0531180009004379,0.0731844495194705,-0.262657680867811,-0.133273726107159,0.307867734498815,-0.0979917849996875,-0.108553504089804,0.252770914593488
4,0.405207844741629,0.411672047697549,0.4054890413487,0.408029783529992,0.412526260081503,0.411733075033255,0.406418866770181,0.40596000158173,0.407779265861598,0.404758864903575,0.404176706388133,0.400392033715947,0.407521860012249,0.409448067515356,0.409850115511649,0.406147387764309,0.402004444713019,0.400027583698217,0.400745158679591,0.40764507970617,0.403960739406268,0.458066099577914,0.40313429429946,0.40821721671546,0.40118603616802,0.393362649043352,0.409962495786098,0.428394793016669,0.404949982762182,0.392994460941735,0.405747812065383,0.419238474922927,0.38798995706152,0.419475527832844,0.401642602258243,0.462590019958373,0.410668841118319,0.399045011892718,0.389403712811832,0.385871170736112,0.355477878381561,0.389021511160161,0.390876383134802,0.497635763425875,0.485377578450289,0.369246744894196,0.393599634716736,0.478407710657898,0.452794325844824,0.387207746197124,0.377440934631913,0.39770531899244,0.385329033424055,0.411929159260596,0.410455457168176,0.424631353066756,0.410446777835638,0.452593039245059,0.471016609211666,0.313795172173925,0.380718376669208,0.0314646627186752,0.0556829576080738,0.0300532799408309,0.0389633562847857,0.0400751640167703,0.06167128219133,0.0284887373161081,0.0277682044740951,0.0233063207392116,0.0124101981631408,0.0194849952674469,0.0243092994266681,0.0457585149631605,0.0603710548854043,0.043909154739793,0.0169973475640553,0.0240946079549735,0.0285030212863669,0.0389460326476658,0.0327137977908973,0.0286551551665953,0.12460703154057,-0.0114056529428525,0.0494126038363109,-0.0440572585493578,-0.0864907305636988,0.114885492649622,0.0330952729558871,0.086982171791606,0.0277200405814001,0.0684203199241429,-0.0404924671619189,-0.0468033050510706,0.0609558143260356,0.0338672709896514,0.204332336120573,-0.0215059977932334,0.0643261977628109,-0.0346725507581667,-0.0361485431347808,-0.102088197477525,-0.0945953117591127,0.0199219924609388,0.0821583731457627,0.156655442738539,-0.0907590116304531,-0.0216529261728787,0.12078038559737,0.0697998726643377,-0.131443218372965,0.0157358827822555,0.0412961193115677,0.0446911914249634,0.153090493067556,0.190517741758607,0.156198875176426,0.151813426878484,0.0181102463924363,0.345600718768998,-0.129043229121101,-0.210880271804759
5,0.418133830325403,0.419511613792915,0.411181732992154,0.418357597483117,0.417897569522288,0.425829343241657,0.417673300350771,0.413787712563142,0.425729985007348,0.419640180237092,0.418490664723305,0.417010863461248,0.418667087361895,0.415960837338394,0.418957098614191,0.414157433348041,0.420515308563454,0.42067829186063,0.414753034571093,0.421353248619668,0.421642969621759,0.401707691821584,0.386790230801378,0.44233290102491,0.420129422347972,0.425601579982807,0.416446317816126,0.394642815619046,0.391804551714504,0.398459786584396,0.433323583595791,0.423290702772914,0.39283804077221,0.415765446173553,0.428349056536013,0.460372216728244,0.435049075265129,0.397737665722821,0.396179534901452,0.457724779554394,0.418225146354042,0.394073210602912,0.342791869973811,0.453519902269072,0.40959094271965,0.385025370748016,0.446964051739541,0.433196396025827,0.488375390396126,0.42127585584573,0.3812715657199,0.383818102455708,0.420664173877066,0.416180300059007,0.472898722487831,0.353524423238982,0.406621482822257,0.448642090833294,0.533607807147003,0.356181141232844,0.413502699455158,0.0314014171654715,0.0188641787314681,0.0139414413407304,0.0249963925795051,0.012936488953489,0.0336634000333321,0.0273152294992149,0.0190984342495034,0.0430792943406035,0.0361061358787153,0.0348024087823691,0.0406681214964676,0.0269814877608617,0.0157810388196828,0.0219770037998238,0.0195300575526339,0.0450177393129689,0.0503348852431599,0.0343575349040093,0.0330746590768477,0.0428412188373992,-0.131288806567121,-0.0413872361103622,0.0802633416840731,0.0461375619393737,0.0787716929057436,0.0156918826812708,-0.0820640924581773,-0.0330004372404126,0.013811063705363,0.0657529410758261,0.00961927302556803,0.0124179615080062,-0.00888391775769243,0.0643757717820527,-0.00480584667613627,0.0576716910844952,-0.00328156567611956,0.0172508518844288,0.170764526300369,0.162556894625869,0.0129020650479068,-0.131267884418917,-0.09282925615705,-0.169768139342674,0.0418441242431808,0.127143933094681,-0.0992721244335449,0.0756463572036757,0.0843264977685335,0.0100978002485235,-0.0355425776691539,0.0877372270403609,0.0102671889448009,0.14161383392419,-0.183268815227606,-0.00936353337005995,-0.00876790881987729,0.124767768465764,0.126698969994003,0.0826041097904622
6,0.431444862402679,0.427904993711764,0.434943189839461,0.425791711571129,0.439581529897532,0.43734831343636,0.427960190028213,0.429877069251416,0.430063022612581,0.430986195614824,0.43664425025235,0.431098752779853,0.435099207399856,0.435990159521319,0.429221247794017,0.427271424616055,0.42032545971188,0.426998221270497,0.429408581861704,0.43164416778679,0.434310040514765,0.439439465114949,0.433664879576094,0.452739267113485,0.4128945803412,0.434627737962151,0.419634303644361,0.443605827105255,0.430371520540958,0.43584532719919,0.445084590643428,0.41845633008055,0.44725108088731,0.438181387930847,0.457187279413969,0.449629114014835,0.438964859254499,0.41809725396354,0.42675342123141,0.431381578481588,0.419917909041699,0.397251026151104,0.406562421624194,0.426569559459491,0.490137768824295,0.36360549487865,0.398770760707777,0.431983508567174,0.480436587788363,0.52130756880467,0.404993791231294,0.421126509535093,0.459691897483253,0.446810497286973,0.447140073034659,0.433156026414508,0.464453557141621,0.424270417652434,0.471136448770287,0.36971212693469,0.43885942379443,0.0313381716122682,0.0198099832621388,0.0561801349928254,0.0176137235579705,0.050586852439475,0.0266912702461044,0.0243306284778113,0.0381462116263566,0.0101264548652097,0.0266784304876358,0.0424642077440881,0.0332249157126249,0.0384980048696298,0.0470285583728545,0.0242039903713785,0.0311732907970969,-0.000451569100745943,0.0149114583579788,0.0347256252790191,0.0241300109347961,0.0295997457305773,0.0897752824804879,0.114389562150184,0.023253622166221,-0.0173705052897843,0.0209862395185731,0.00762606188123535,0.116955299783074,0.0938857140245986,0.0896808450991448,0.0267796003006432,-0.0114866477901948,0.129722722192455,0.0525116824101961,0.0651546928758309,-0.0236122772306917,0.00896052118814803,0.0499214138348299,0.0743388991115426,-0.0592750541554425,0.00403932235283592,0.0080316828006362,0.170614006016791,-0.0612637071967696,0.179527551472312,-0.0572397555467362,-0.114091453000614,-0.00280378276651337,-0.0163891043554679,0.213052352119281,0.0603598445514041,0.0927645374111862,0.0887216483868115,0.0710159813264562,-0.0560093401842188,0.203145428501043,0.132978833557815,-0.0558544153557395,-0.124513373368807,0.0372852423671495,0.0595150998970341
7,0.445151488217323,0.447321285898212,0.436638652446358,0.435700628063863,0.452177685538728,0.439562285723041,0.445661361048805,0.439022239296059,0.451552163563355,0.442067876190312,0.445911240245152,0.444602902729233,0.441690471211605,0.451212347061527,0.443183250864819,0.439700613817042,0.451391078058069,0.443980869494446,0.450862646984182,0.449538081417582,0.440896042736828,0.446917661525513,0.477703162361159,0.398471806908277,0.433005111895452,0.437929214790133,0.448405843562624,0.437001505166039,0.453428800438512,0.448914324972496,0.467946986704436,0.469379218372231,0.449308956114563,0.423210683839821,0.433495996627016,0.452635470489173,0.403871974763966,0.427710971895814,0.448044582706061,0.464707520745438,0.451278053342631,0.41916055228877,0.435700877640773,0.373392834762455,0.467313985523041,0.443051177098307,0.467474820468601,0.510004479733557,0.488111537313311,0.448981493393275,0.506190612236538,0.415421929610208,0.552958824371389,0.427669594749554,0.462977461542505,0.435856701099141,0.45331664450888,0.481007203359112,0.405637575837754,0.452198384363088,0.446814409766482,0.0312749260590656,0.0443759031954821,0.00389054627628169,0.023005087902296,0.0282520062387729,0.00504949305666656,0.0405292061583049,0.0210507884280469,0.0487591379367078,0.0253873754741628,0.0210011284016979,0.0308443417265418,0.0150352773082479,0.0343183915616638,0.0320108282399265,0.0286746060521373,0.0713047838715671,0.03900162720266,0.0487538700258376,0.0406190066784282,0.0150504587830732,0.0168744034058276,0.0967174713964741,-0.127679642800468,0.0475572267287727,0.00756739734320792,0.0663150967594756,-0.0149997519295172,0.0521894201823796,0.0295446302776858,0.0500906577941153,0.114838473876852,0.00459061023521466,-0.034762826751608,-0.0532105475526665,0.00666404877654198,-0.0833214290239636,0.0227335977086647,0.0486863638448631,0.0744151887157743,0.072024438276007,0.0536856376640351,0.0692184715148881,-0.133144405575481,-0.0476851348328511,0.197615812680042,0.158958770103368,0.166032096568666,0.0158486914083029,-0.149358541258637,0.22304156568117,-0.0136385846506468,0.184727063113891,-0.0437836387230296,0.0348064657080688,0.0062155208862892,-0.0242706928289559,0.125511216371707,-0.149687661626735,0.201396319500376,0.0179641750720563
8,0.459264514185586,0.46265537755571,0.453538618107738,0.458308883064656,0.461571329225271,0.452906699256368,0.458440042252556,0.456805277913557,0.450532740909293,0.464116865905971,0.469717310927806,0.458807822445001,0.463221358744575,0.459521252821694,0.454904651594297,0.45795834433394,0.46553035115431,0.465281816132208,0.463950352666599,0.462774410097616,0.452847298492329,0.433538253238071,0.439989370446048,0.478003822300629,0.422322864152336,0.481078700773468,0.457700447589501,0.432183284356034,0.434332180430142,0.457787222723998,0.487226397445091,0.498544330667585,0.466278651232293,0.447926572614796,0.481257034756454,0.477891029239332,0.428520372376093,0.48311366560988,0.480760955109372,0.45851408858544,0.444609223319066,0.488015588950008,0.502340271265406,0.424483624960757,0.500417379986497,0.476919272399553,0.419616088106322,0.4265743248889,0.411805478205401,0.488018555964954,0.416711864457546,0.518842391330394,0.403773312857803,0.468156744269261,0.45022618830944,0.413271807684011,0.523733015744348,0.495361933770663,0.429954976376794,0.499186522703673,0.485099002012198,0.0312116805058622,0.033705355177519,0.037974450858684,0.0505879993411941,0.020561389350675,0.0299067157731736,0.028270130333178,0.0397071415957405,-0.00226014886839417,0.0486729503608841,0.052011128328629,0.0314499045383506,0.0475956910923028,0.0182471280356565,0.026104496706248,0.0406841565655972,0.0308431966406648,0.0468618034280193,0.0286148069623832,0.0290191303098879,0.0267458623322249,-0.0303943401512978,-0.0822389718037902,0.181981981211242,-0.0249794312554746,0.093973588545338,0.0205162024254053,-0.0110868717955446,-0.0430286230608237,0.0195724404022964,0.0403738836471189,0.0602815038783911,0.0370726700723022,0.0567591929748143,0.104518941994068,0.0542956335686082,0.0592403467848187,0.121804290336181,0.0704774293156662,-0.0134172012647726,-0.0148879292650542,0.152093323698269,0.142321773828981,0.128242388371473,0.0684411325574318,0.0736619490163811,-0.108005270000109,-0.178632890690666,-0.169992842227479,0.083371760142704,-0.194518291933705,0.222305457856347,-0.314429926414694,0.0904522409239823,-0.0279282765570155,-0.0532080156483591,0.144391166736463,0.0294064289297896,0.0582204065211376,0.0988588319012132,0.0822096802473847
9,0.473795011352709,0.476523034673142,0.478524217318986,0.47231304414276,0.475831923444893,0.473702243809147,0.47405486377605,0.47509716449661,0.474977676672986,0.477413037844284,0.480089864511501,0.469839988644434,0.478015605047088,0.474347330841619,0.47999703158316,0.477317908803926,0.469526554110889,0.471808419908983,0.471282584682747,0.476914733066671,0.472926354022121,0.467872198256236,0.501652450877297,0.444840514350317,0.498121073703079,0.463606392830908,0.493889985079381,0.471475388189936,0.506847299446148,0.484647643515703,0.480539832512432,0.472691432625518,0.479107062659146,0.465480499316784,0.488555667766085,0.446724470034672,0.461296296683436,0.416470043892061,0.501083316888768,0.461208506017618,0.501195206324947,0.462261706715173,0.446624441335248,0.383812323105729,0.487675973967177,0.400906478601667,0.553274357526889,0.509380685257817,0.410271760070739,0.420458857873939,0.418788328963449,0.494067610590985,0.402684255566299,0.530029669308192,0.447568401460644,0.419661297021283,0.431183470688113,0.568943597622185,0.441859419376717,0.557257485829899,0.527044235180077,0.0311484349526579,0.0295336113123181,0.0536263988945171,0.0300986208934801,0.030428088335173,0.0448928043275217,0.0334935475655182,0.0392621275741787,0.0528370552206079,0.0282456369471898,0.0218422564714269,0.0237607521424489,0.0314383420255944,0.0317546260557543,0.0536920796258479,0.0414045156301876,0.00854755954321095,0.0139297349588001,0.0156803336490417,0.0300980180975603,0.0433846973929374,0.0762151428841177,0.131156982448362,-0.071902905695199,0.165073064921007,-0.0369949748824052,0.076097864548308,0.0870171341402054,0.15440013966868,0.0570176217288677,-0.0138187738526919,-0.0532497002704167,0.0271406658597845,0.0384408853630979,0.0150519183517967,-0.0674407277697545,0.0737022821553858,-0.148437422899989,0.0414022166852914,0.00585921267205359,0.119799912058623,-0.0542161544600179,-0.117559655789778,-0.100719738918745,-0.0257913126333929,-0.173619056651353,0.27651378690148,0.177409026394765,-0.00373132801328821,-0.14900679598798,0.00497060036011329,-0.048927788088283,-0.00270084377941249,0.124129821310624,-0.00592071871030615,0.015342443795672,-0.194448356961009,0.138492629046781,0.0273112786734041,0.110047586795672,0.0829314847754662
10,0.488754320937699,0.487261721999831,0.486110782028112,0.483582148180927,0.48256842372752,0.489548965350576,0.495103923017533,0.495184839795762,0.488480809898546,0.477852585811465,0.490266286357505,0.497834298727973,0.479461427463886,0.495928999037551,0.48514858925801,0.487251337938156,0.486942942466592,0.490827600555925,0.490377015052536,0.490141078570349,0.487695067927874,0.502239932372471,0.489922408305254,0.437984748602429,0.501209060692845,0.492789376279947,0.507091907759012,0.469019517922015,0.475283332222059,0.462337847920064,0.468104489497052,0.504743219901557,0.470047067145429,0.443845291606001,0.544769524979277,0.469346811196047,0.507485514432203,0.482166154049679,0.497211838159204,0.536817978208661,0.437443855835988,0.489613856374287,0.470423039039397,0.496260736917355,0.42820219434625,0.524990066861541,0.321050280794942,0.434542419412214,0.509749095052444,0.495300683203782,0.489759539530277,0.438443964722152,0.464580270812733,0.491021025347908,0.438312655713794,0.401138774523564,0.46316602288339,0.437552073606959,0.548459126748513,0.453730720047668,0.414149592386242,0.0310851893994552,0.0222853322457706,0.0157297239652335,0.0235792087654432,0.0140580316893727,0.0329055416364523,0.0434446246632289,0.0414117666452345,0.0280323805301953,0.00092026340593945,0.0209753809285421,0.0578751011333635,0.00302006934188402,0.0444929505345195,0.0106752939389781,0.0205973399084577,0.0364220996334966,0.0395199339405355,0.0397166321414085,0.0273555468788469,0.0307506731150812,0.0708827804665483,-0.0236605228232105,-0.0155317339813195,0.00618013349549642,0.0610459532025764,0.0263794746759354,-0.0052225181314311,-0.064298658607251,-0.0471262223009578,-0.0262185838701452,0.0656070112182886,-0.0190912527412232,-0.0475941445482757,0.10890939375109,0.0493999582451705,0.0954276049866567,0.146474237002553,-0.00775621942797138,0.151808845088779,-0.136047290535628,0.0574858367631083,0.0519143074506683,0.256947776670539,-0.130055696818453,0.26965116248717,-0.544256255365361,-0.158902077128687,0.217098864611014,0.163818385306314,0.156548924198523,-0.119440356267853,0.142981584631204,-0.0764460364459245,-0.0208968969056421,-0.0451405117007877,0.0715518849767359,-0.262585579666721,0.216120982925945,-0.205523511274075,-0.241057239915801
